0,10.3962
1,10.3971
2,10.398
3,10.3989
4,10.3998
5,10.4006
6,10.4015
7,10.4024
8,10.4033
9,10.4042
10,10.4051
11,10.406
12,10.4068
13,10.4077
14,10.4086
15,10.4095
16,10.4104
17,10.4113
18,10.4122
19,10.4131
20,10.4139
21,10.4148
22,10.4157
23,10.4166
24,10.4175
25,10.4184
26,10.4193
27,10.4202
28,10.4211
29,10.422
30,10.4228
31,10.4237
32,10.4246
33,10.4255
34,10.4264
35,10.4273
36,10.4282
37,10.4291
38,10.43
39,10.4309
40,10.4318
41,10.4327
42,10.4336
43,10.4345
44,10.4354
45,10.4363
46,10.4372
47,10.4381
48,10.439
49,10.4399
50,10.4408
51,10.4417
52,10.4426
53,10.4435
54,10.4444
55,10.4453
56,10.4462
57,10.4471
58,10.448
59,10.4489
60,10.4498
61,10.4507
62,10.4516
63,10.4525
64,10.4534
65,10.4543
66,10.4552
67,10.4561
68,10.4571
69,10.458
70,10.4589
71,10.4598
72,10.4607
73,10.4616
74,10.4625
75,10.4634
76,10.4643
77,10.4652
78,10.4662
79,10.4671
80,10.468
81,10.4689
82,10.4698
83,10.4707
84,10.4716
85,10.4726
86,10.4735
87,10.4744
88,10.4753
89,10.4762
90,10.4771
91,10.478
92,10.479
93,10.4799
94,10.4808
95,10.4817
96,10.4826
97,10.4836
98,10.4845
99,10.4854
100,10.4863
101,10.4872
102,10.4882
103,10.4891
104,10.49
105,10.4909
106,10.4919
107,10.4928
108,10.4937
109,10.4946
110,10.4956
111,10.4965
112,10.4974
113,10.4984
114,10.4993
115,10.5002
116,10.5011
117,10.5021
118,10.503
119,10.5039
120,10.5049
121,10.5058
122,10.5067
123,10.5077
124,10.5086
125,10.5095
126,10.5105
